code,date,summary,pdf
43/2020/QĐ-UBND,31/12/2020,Về việc quy định hệ số điều chỉnh giá đất để xác định giá đất cụ thể tính đơn giá thuê đất năm 2021 trên địa bàn tỉnh Hà Nam,https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/01/43hnam.signed.pdf
29/2020/QĐ-UBND,29/12/2020,Quy định hệ số điều chỉnh giá đất năm 2021 trên địa bàn tỉnh Phú Thọ,https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/01/29pt.signed.pdf
33/2020/QĐ-UBND,22/12/2020,"Ban hành Đơn giá bồi thường nhà, vật kiến trúc, công trình xây dựng khác và di chuyển mồ mả khi Nhà nước thu hồi đất trên địa bàn tỉnh Hà Nam năm 2021",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/01/33hnam.signed.pdf
32/2020/QĐ-UBND,22/12/2020,"Về việc quy định về mức tỷ lệ phần trăm (%) để tính đơn giá thuê đất đối với các trường hợp thuê đất hàng năm, thuê đất có mặt nước, thuê đất để xây dựng công trình ngầm trên địa bàn tỉnh Hà Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/01/32hnam.signed.pdf
148/2020/NĐ-CP,18/12/2020,"Sửa đổi, bổ sung một số nghị định quy định chi tiết thi hành Luật Đất đai",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/12/148.signed.pdf
17/2020/NQ-HĐND,09/12/2020,"Sửa đổi, bổ sung một số điều Bảng giá đất 05 năm (2020-2024) trên địa bàn tỉnh Trà Vinh ban hành kèm theo Nghị quyết số 97/2019/NQ-HĐND ngày 10 tháng 12 năm 2019 của Hội đồng nhân dân tỉnh Trà Vinh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/12/17tv.signed.pdf
22/2020/QĐ-TTg,10/08/2020,Về việc giảm tiền thuê đất của năm 2020 đối với các đối tượng bị ảnh hưởng bởi dịch COVID-19 theo Nghị quyết số 84/NQ-CP ngày 29 tháng 5 năm 2020 của Chính phủ,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/08/22.signed.pdf
17/2020/QĐ-UBND,31/07/2020,"Ban hành Quy chế phối hợp trong quản lý nhà nước về đăng ký thế chấp quyền sử dụng đất, tài sản gắn liền với đất trên địa bàn tỉnh Phú Thọ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/09/17pt.signed.pdf
09/2020/NQ-HĐND,15/07/2020,"Thông qua danh mục các dự án thu hồi đất; danh mục các dự án có sử dụng đất phải chuyển mục đích sử dụng đất trồng lúa, đất rừng thuộc thẩm quyền của Hội đồng nhân dân tỉnh chấp thuận; danh mục các dự án chuyển tiếp tại Nghị quyết số 08/2017/NQ-HĐND ngày 14/7/2017 của Hội đồng nhân dân tỉnh; danh mục các dự án điều chỉnh, bổ sung diện tích tại các nghị quyết của Hội đồng nhân dân tỉnh đang còn hiệu lực; danh mục các dự án thuộc thẩm quyền Thủ tướng Chính phủ chấp thuận",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/09/09pt.signed.pdf
08/2020/NQ-HĐND,10/07/2020,"Sửa đổi, bổ sung một số điều của Nghị quyết số 15/2017/NQ-HĐND ngày 14 tháng 7 năm 2017 về việc thông qua điều chỉnh quy hoạch sử dụng đất đến năm 2020 và kế hoạch sử dụng đất kỳ cuối (2016 -2020) tỉnh An Giang và Nghị quyết số 03/2020/NQ-HĐND ngày 05 tháng 5 năm 2020 về việc sửa đổi, bổ sung một số điều của Nghị quyết số 15/2017/NQ-HĐND ngày 14 tháng 7 năm 2017 của Hội đồng nhân dân tỉnh An Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/10/08ag.pdf
07/2020/NQ-HĐND,10/07/2020,"Sửa đổi, bổ sung Danh mục ban hành kèm theo Nghị quyết số 16/2017/NQ-HĐND về việc ban hành danh mục bổ sung dự án cần thu hồi đất và dự án có sử dụng đất trồng lúa năm 2017 và Danh mục ban hành kèm theo Nghị quyết số 17/2019/NQ-HĐND hủy bỏ dự án có thu hồi đất và sử dụng đất trồng lúa, đất rừng phòng hộ năm 2017; ban hành Danh mục dự án có thu hồi đất và sử dụng đất trồng lúa năm 2020 của Hội đồng nhân dân tỉnh An Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/10/07ag.pdf
14/2020/QĐ-UBND,03/07/2020,"Quy định cụ thể một số nội dung tại Nghị định số 01/2017/NĐ-CP ngày 06 tháng 01 năm 2017 của Chính phủ sửa đổi, bổ sung một số nghị định quy định chi tiết thi hành Luật đất đai",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/10/14pt.signed.pdf
09/2020/QĐ-UBND,22/05/2020,"Ban hành Quy định về đối tượng, điều kiện, tiêu chí ưu tiên, hình thức xét duyệt đối tượng mua, thuê, thuê mua nhà ở xã hội trên địa bàn tỉnh Kiên Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/07/09kg.signed.pdf
12/2020/QĐ-UBND,20/05/2020,V/v ban hành Quy định Bảng giá đất giai đoạn năm 2020-2024 trên địa bàn tỉnh Hà Nam,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/07/12hnam.signed.pdf
14/2020/QĐ-UBND,08/05/2020,"Về việc sửa đổi, bổ sung một số Khoản tại Điều 4 của Quy định về nguồn, mức trích kinh phí, nội dung chi, mức chi tổ chức thực hiện bồi thường, hỗ trợ và tái định cư khi Nhà nước thu hồi đất ban hành kèm theo Quyết định số 08/2016/QĐ-UBND ngày 09/3/2016 của UBND tỉnh Đắk Lắk",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/07/14dl.signed.pdf
04/2020/NQ-HĐND,05/05/2020,"Sửa đổi, bổ sung Nghị quyết số 17/2019/NQ-HĐND ngày 11 tháng 12 năm 2019 của Hội đồng nhân dân tỉnh hủy bỏ dự án có thu hồi đất và sử dụng đất trồng lúa, đất rừng phòng hộ năm 2017; ban hành danh mục dự án có thu hồi đất và sử dụng đất trồng lúa năm 2020",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/07/04-2020-ag.signed.pdf
03/2020/NQ-HĐND,05/05/2020,"Sửa đổi, bổ sung một số điều của Nghị quyết số 15/2017/NQ-HĐND ngày 14 tháng 7 năm 2017 của Hội đồng nhân dân tỉnh về việc thông qua điều chỉnh quy hoạch sử dụng đất đến năm 2020 và kế hoạch sử dụng đất kỳ cuối (2016 - 2020) tỉnh An Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/07/03-2020-ag.signed.pdf
11/2020/QĐ-UBND,14/04/2020,"Quy định hệ số điều chỉnh giá đất năm 2020 để xác định giá đất cụ thể tính tiền sử dụng đất, tiền thuê đất, giá khởi điểm để đấu giá quyền sử dụng đất trên địa bàn tỉnh Ninh Bình",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/04/11.signed.pdf
05/2020/QĐ-UBND,10/04/2020,Quy định hệ số điều chỉnh giá đất năm 2020 trên địa bàn tỉnh Kiên Giang,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/04/05kg.signed.pdf
02/2020/NQ-HĐND,04/03/2020,"Thông qua danh mục bổ sung các dự án phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng phải thu hồi đất; danh mục các dự án có sử dụng đất phải chuyển mục đích sử dụng đất trồng lúa, đất rừng sản xuất thuộc thẩm quyền của Hội đồng nhân dân tỉnh chấp thuận thực hiện; danh mục các dư án điều chỉnh, bổ sung tại các Nghị quyết của Hội đồng nhân dân tỉnh đang còn hiệu lực trên địa  bàn tỉnh Phú Thọ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/03/02pt.signed.pdf
03/2020/QĐ-UBND,13/01/2020,Ban hành Quy định Bảng giá đất giai đoạn 2020 - 2024 trên địa bàn tỉnh Kiên Giang,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/02/03kg.signed.pdf
06/2020/NĐ-CP,03/01/2020,"Sửa đổi, bổ sung Điều 17 của Nghị định số 47/2014/NĐ-CP ngày 15 tháng 5 năm 2014 của Chính phủ quy định về bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/01/06.signed.pdf
62/2019/QĐ-UBND (file 1),31/12/2019,Về việc ban hành quy định về giá các loại đất trên địa bàn tỉnh Vĩnh Phúc 5 năm 2020-2024,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/02/62vp.signed.pdf
62/2019/QĐ-UBND (file 2),31/12/2019,Về việc ban hành quy định về giá các loại đất trên địa bàn tỉnh Vĩnh Phúc 5 năm 2020-2024,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/02/62vp-tiep-.pdf
61/2019/QĐ-UBND,31/12/2019,Quy định về hệ số điều chỉnh giá đất năm 2020 trên địa bàn tỉnh Vĩnh Phúc,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/03/61vp.signed.pdf
54/2019/QĐ-UBND (file 1),31/12/2019,Về việc ban hành Quy định về bảng giá các loại đất trên địa bàn thành phố Hải Phòng 05 năm (2020-2024),https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/03/54hp.signed.pdf
54/2019/QĐ-UBND (file 2),31/12/2019,Về việc ban hành Quy định về bảng giá các loại đất trên địa bàn thành phố Hải Phòng 05 năm (2020-2024),https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/03/54hp-tiep.pdf
25/2019/QĐ-UBND,30/12/2019,Quy định hệ số điều chỉnh giá đất năm 2020 trên địa bàn tỉnh Phú Thọ,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/02/25pt.signed.pdf
51/2019/QĐ-UBND,26/12/2019,Về việc quy định hệ số điều chỉnh giá đất làm cơ sở xác định nghĩa vụ tài chính đối với người sử dụng đất trên địa bàn tỉnh Bến Tre năm 2020,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/04/51btre.signed.pdf
48/2019/QĐ-UBND,20/12/2019,V/v ban hành Quy định tạm thời Bảng giá đất giai đoạn năm 2020-2024 trên địa bàn tỉnh Hà Nam,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/02/48hnam.signed.pdf
37/2019/QĐ-UBND,20/12/2019,Ban hành Quy định về Bảng giá các loại đất trên địa bàn tỉnh Bình Thuận áp dụng từ ngày 01/01/2020 đến ngày 31/12/2024,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/04/37bt.signed.pdf
28/2019/QĐ-UBND,20/12/2019,"Về việc kéo dài thời gian thực hiện Quyết định số 43/2014/QĐ-UBND ngày 22/12/2014 của UBND tỉnh ban hành Quy định bảng giá các loại đất trên địa bàn tỉnh Đắk Lắk và các Quyết định điều chỉnh, bổ sung có liên quan của UBND tỉnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/02/28dl.signed.pdf
96/2019/NĐ-CP,19/12/2019,Quy định về khung giá đất,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/12/96.signed_01.pdf
48/2019/QĐ-UBND,19/12/2019,Về việc quy định giá lúa thu thuế sử dụng đất nông nghiệp năm 2020 và nợ thuế sử dụng đất nông nghiệp những năm trước trên địa bàn tỉnh Bến Tre,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/02/48btre.signed.pdf
27/2019/QĐ-UBND,19/12/2019,"Sửa đổi, bổ sung một số quy định liên quan đến bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh tại các Quyết định của UBND tỉnh Đắk Lắk",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/02/27dl.signed.pdf
53/2019/QĐ-UBND,18/12/2019,Ban hành Quy định chi tiết việc cưỡng chế thi hành quyết định giải quyết tranh chấp đất đai đã có hiệu lực pháp luật thuộc thẩm quyền của cơ quan hành chính nhà nước trên địa bàn tỉnh Tây Ninh,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/03/53tn.signed.pdf
21/2019/QĐ-UBND,18/12/2019,"Sửa đổi Điều 18 của Quy định ban hành kèm theo Quyết định số 11/2014/QĐ-UBND ngày 10 tháng 9 năm 2014 của UBND tỉnh Phú Thọ ban hành Quy định cụ thể một số nôi dung về bồi thường, hỗ trợ, tái định cư và đơn giá bồi thường về vật kiến trúc, cây cối khi Nhà nước thu hồi đất trên địa bàn tỉnh Phú Thọ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/02/21pt.signed_01.pdf
22/2019/NQ-HĐND,14/12/2019,Thông qua Bảng giá các loại đất trên địa bàn tỉnh Phú Thọ 5 năm (2020 - 2024),https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/02/22pt.signed.pdf
21/2019/NQ-HĐND,14/12/2019,"Thông qua danh mục các dự án phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng phải thu hồi đất; danh mục các dự án có sử dụng đất phải chuyển mục đích sử dụng đất trồng lúa, đất rừng sản xuất, rừng phòng hộ thuộc thẩm quyền của Hội đồng nhân dân tỉnh chấp thuận; danh mục các dự án chuyển tiếp tại Nghị quyết số 10/2016/NQ-HĐND ngày 08/12/2016 của Hội đồng nhân dân tỉnh; danh mục các dự án điều chỉnh, bổ sung diện tích tại các Nghị quyết của Hội đồng nhân dân tỉnh đang còn hiệu lực trên địa bàn tỉnh Phú Thọ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/02/21pt.signed.pdf
17/2019/NQ-HĐND,11/12/2019,"Hủy bỏ dự án có thu hồi đất và sử dụng đất trồng lúa, đất rừng phòng hộ năm 2017; ban hành Danh mục dự án có thu hồi đất và sử dụng đất trồng lúa năm 2020",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/01/17ag.signed.pdf
16/2019/NQ-HĐND,11/12/2019,Thông qua Bảng giá các loại đất áp dụng giai đoạn 2020 - 2024 trên địa bàn tỉnh An Giang,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/01/16ag.signed.pdf
97/2019/NQ-HĐND,10/12/2019,Về việc thông qua Bảng giá đất 05 năm (2020 - 2024) trên địa bàn tỉnh Trà Vinh,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/02/97tv.signed.pdf
19/2019/QĐ-UBND (file 1),31/10/2019,"Quy định đơn giá xây dựng nhà ở, vật kiến trúc, công trình, tài sản trên đất để thực hiện công tác bồi thường, hỗ trợ và tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Quảng Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/04/556.signed.pdf
19/2019/QĐ-UBND (file 2),31/10/2019,"Quy định đơn giá xây dựng nhà ở, vật kiến trúc, công trình, tài sản trên đất để thực hiện công tác bồi thường, hỗ trợ và tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Quảng Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/12/19qnam.signed.pdf
79/2019/NĐ-CP,26/10/2019,Sửa đổi Điều 16 Nghị định số 45/2014/NĐ-CP ngày 15 tháng 5 năm 2014 của Chính phủ quy định về thu tiền sử dụng đất,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/10/79.signed_01.pdf
38/2019/QĐ-UBND,18/10/2019,Ban hành Quy định về đấu giá quyền sử dụng đất để giao đất có thu tiền sử dụng đất hoặc cho thuê đất trên địa bàn tỉnh Ninh Bình,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/10/38nb.signed.pdf
37/2019/QĐ-UBND,15/10/2019,"Ban hành Quy định việc thu, nộp, quản lý và sử dụng tiền bảo vệ, phát triển đất trồng lúa trên địa bàn tỉnh Ninh Bình",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/10/37nb.signed.pdf
41/2019/QĐ-UBND,04/10/2019,"Về việc sửa đổi, bổ sung một số điều của Quyết định số 38/2018/QĐ-UBND ngày 04 tháng 9 năm 2018 của Ủy ban nhân dân tỉnh về việc quy định diện tích tối thiểu được tách thửa đối với các loại đất trên địa bàn tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/10/41btre.signed.pdf
47/2019/QĐ-UBND,03/10/2019,"Sửa đổi, bổ sung một số điều của Quy định ban hành kèm theo Quyết định số 08/2018/QĐ-UBND ngày 04 tháng 4 năm 2018 của Ủy ban nhân dân tỉnh An Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/10/47ag.signed.pdf
40/2019/QĐ-UBND,29/08/2019,"Về việc điều chỉnh, bổ sung giá đất vào Bảng giá đất 5 năm 2015 - 2019 trên địa bàn tỉnh Vĩnh Phúc đã được phê duyệt tại Quyết định số 61/2014/QĐ-UBND ngày 31/12/2014 (lần 5)",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/09/40vp.signed.pdf
13/2019/QĐ-UBND,29/08/2019,"Quy định đơn giá đối với các loại cây trồng, hoa màu, các loại con vật nuôi; mật độ cây trồng; mức hỗ trợ đối với tài sản khai thác nghề biển, nghề sông để thực hiện bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Quảng Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/09/13qn.signed.pdf
10/2019/NQ-HĐND,26/08/2019,"Thông qua Danh mục bổ sung các dự án phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng phải thu hồi đất; danh mục các dự án phải chuyển mục đích sử dụng đất trồng lúa dưới 10 héc ta, đất rừng sản xuất dưới 50 héc ta thuộc thẩm quyền cùa HĐND tỉnh chấp thuận; danh mục các dự án chuyển mục đích sử dụng đất trồng lúa trên 10 héc ta, đất rừng sản xuất trên 50 héc ta trình Thủ tướng Chính phủ chấp thuận",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/09/10hdnd-pt.signed.pdf
29/2019/QĐ-UBND,14/08/2019,"Ban hành Quy định về bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/09/29btre.signed.pdf
21/2019/QĐ-UBND,09/08/2019,"Ban hành Quy định về hạn mức giao đất để xây dựng nhà ở; hạn mức công nhận diện tích đất ở và xác định diện tích đất ở để tính tiền bồi thường, hỗ trợ khi Nhà nước thu hồi đất và Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất đối với hộ gia đình, cá nhân trên địa bàn tỉnh Quảng Ngãi",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/09/21qn.signed.pdf
28/2019/QĐ-UBND,05/08/2019,"Ban hành Bảng giá nhà, vật kiến trúc xây dựng mới trên địa bàn tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/08/28bt.signed.pdf
24/2019/QĐ-UBND,26/07/2019,Bổ sung giá đất vào Bảng giá đất điều chỉnh Bảng giá các loại đất giai đoạn 2015 - 2019 trên địa bàn tỉnh Ninh Bình ban hành kèm theo Quyết định số 26/2017/QĐ-UBND ngày 05/9/2017 của Ủy ban nhân dân tỉnh Ninh Bình,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/08/24nb.signed.pdf
28/2019/QĐ-UBND,19/07/2019,"Sửa đổi, bổ sung Quy định được ban hành kèm theo Quyết định số 66/2016/QĐ-UBND ngày 28/9/2016 của Ủy ban nhân dân tỉnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/08/28ag.signed.pdf
16/2019/QĐ-UBND,16/07/2019,Quy định diện tích tối thiểu được tách thửa đối với từng loại đất trên địa bàn tỉnh Kiên Giang,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/08/16kg.signed.pdf
15/2019/QĐ-UBND,16/07/2019,"Quy định hạn mức giao đất, hạn mức công nhận quyền sử dụng đất đối với hộ gia đình, cá nhân trên địa bàn tỉnh Kiên Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/08/15kg.signed.pdf
09/2019/NQ-HĐND,16/07/2019,"Thông qua Danh mục bổ sung các dự án phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng phải thu hồi đất; danh mục các dự án phải chuyển mục đích sử dụng đất trồng lúa dưới 10 héc ta, đất rừng sản xuất dưới 50 héc ta thuộc thẩm quyền của Hội đồng nhân dân tỉnh chấp thuận; danh mục các dự án điều chỉnh bổ sung tại các Nghị quyết đang còn hiệu lực; danh mục các dự án chuyển mục đích sử dụng đất trồng lúa trình Thủ tướng Chính phủ chấp thuận",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/08/09hdndpt.signed.pdf
06/2019/NQ-HĐND,16/07/2019,"Điều chỉnh quy mô, địa điểm cụm công nghiệp tại địa bàn huyện Thanh Ba trong điều chỉnh Quy hoạch sử dụng đất đến năm 2020 và Kế hoạch sử dụng đất kỳ cuối (2016-2020) tỉnh Phú Thọ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/08/06hdndpt.signed.pdf
40/2019/QĐ-UBND,28/06/2019,"Về việc sửa đổi, bổ sung một số điều Quyết định số 30/2016/QĐ-UBND ngày 04/7/2016 của Ủy ban nhân dân tỉnh về việc quy định mức trích kinh phí tổ chức thực hiện bồi thường, hỗ trợ và tái định cư khi nhà nước thu hồi đất trên địa bàn tỉnh Hà Tĩnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/08/40ht.signed.pdf
28/2019/QĐ-UBND,28/06/2019,"Ban hành quy định về việc thực hiện và trách nhiệm của các cơ quan trong công tác kiểm đếm bắt buộc, cưỡng chế thực hiện quyết định kiểm đếm bắt buộc và cưỡng chế thực hiện quyết định thu hồi đất trên địa bàn tỉnh Vĩnh Phúc",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/08/28vp.signed.pdf
82/2019/QH14,14/06/2019,"Về tiếp tục hoàn thiện, nâng cao hiệu lực, hiệu quả thực hiện chính sách, pháp luật về quy hoạch, quản lý, sử dụng đất đai tại đô thị",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/07/82.signed_01.pdf
24/2019/QĐ-UBND,14/06/2019,"Sửa đổi, bổ sung một số Điều của Quyết định số 45/2018/QĐ-UBND ngày 19/12/2018 của UBND tỉnh Cà Mau Quy định Hệ số điều chỉnh giá đất năm 2019 trên địa bàn tỉnh Cà Mau",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/07/24cm.signed.pdf
22/2019/QĐ-UBND,29/05/2019,"Ủy quyền cho UBND các huyện, thành phố quyết định cho phép miễn, giảm tiền sử dụng đất cho từng đối tượng người có công với Cách mạng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/07/22vp.signed.pdf
19/2019/QĐ-UBND,08/05/2019,Quy định hạn mức bình quân diện tích đất ở và đất sản xuất đối với hộ gia đình vùng dân tộc thiểu số trên địa bàn tỉnh Cà Mau,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/05/19cm.signed.pdf
20/2019/QĐ-UBND,06/05/2019,"Điều chỉnh, sửa đổi và bổ sung một số nội dung tại Bảng giá đất trên địa bàn tỉnh Thừa Thiên Huế áp dụng trong thời gian 05 năm (2015-2019)",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/05/20tth.signed.pdf
07/2019/QĐ-UBND,25/04/2019,Quy định hệ số điều chỉnh giá đất năm 2019 trên địa bàn tỉnh Kiên Giang,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/06/07kg.signed.pdf
19/2019/QĐ-UBND,05/04/2019,"Điều chỉnh, bổ sung một số nội dung tại Bảng giá đất trên địa bàn tỉnh Thừa Thiên Huế áp dụng trong thời gian 05 năm (2015-2019)",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/19tth.signed.pdf
24/2019/QĐ-UBND,20/03/2019,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2019 trên địa bàn huyện Cát Tiên, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/24ld.signed.pdf
23/2019/QĐ-UBND,20/03/2019,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2019 trên địa bàn huyện Đạ Tẻh, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/23ld.signed.pdf
22/2019/QĐ-UBND,20/03/2019,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2019 trên địa bàn huyện Đạ Huoai, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/22ld.signed.pdf
21/2019/QĐ-UBND,20/03/2019,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2019 trên địa bàn huyện Bảo Lâm, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/21ld.signed.pdf
20/2019/QĐ-UBND,20/03/2019,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2019 trên địa bàn huyện Di Linh, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/20ld.signed.pdf
19/2019/QĐ-UBND,20/03/2019,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2019 trên địa bàn huyện Lâm Hà, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/19ld.signed.pdf
18/2019/QĐ-UBND,20/03/2019,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2019 trên địa bàn huyện Đơn Dương, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/18ld.signed.pdf
17/2019/QĐ-UBND (file 1),20/03/2019,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2019 trên địa bàn huyện Đức Trọng, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/17ld.signed.pdf
17/2019/QĐ-UBND (file 2),20/03/2019,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2019 trên địa bàn huyện Đức Trọng, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/17ld-kem.pdf
16/2019/QĐ-UBND,20/03/2019,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2019 trên địa bàn huyện Đam Rông, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/16ld.signed.pdf
15/2019/QĐ-UBND,20/03/2019,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2019 trên địa bàn huyện Lạc Dương, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/15ld.signed.pdf
14/2019/QĐ-UBND,20/03/2019,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2019 trên địa bàn thành phố Bảo Lộc, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/14ld.signed.pdf
13/2019/QĐ-UBND,20/03/2019,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2019 trên địa bàn thành phố Đà Lạt, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/04/13ld.signed.pdf
08/2019/QĐ-UBND,08/03/2019,Về việc điều chỉnh giá một số loại đất thuộc Bảng giá đất thành phố Hải Phòng 05 năm (2015-2019) trên địa bàn 07 huyện,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/08hp.signed.pdf
07/2019/QĐ-UBND,06/03/2019,Quy định hệ số điều chỉnh giá đất áp dụng trên địa bàn tỉnh An Giang,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/07ag.signed.pdf
05/2019/QĐ-UBND,05/03/2019,Điều chỉnh Bảng giá các loại đất năm 2015 ban hành kèm theo Quyết định số 31/2014/QĐ-UBND ngày 19/12/2014 và Quyết định số 41/2016/QĐ-UBND ngày 19/12/2016 của Ủy ban nhân dân tỉnh Cà Mau,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/05cm.signed.pdf
