so_hieu,level,title,heading,path,ordinal,content
547/QD/DHCNTT,dieu,Điều 6,"Quy định này, nộp bản sao chứng chỉ, chứng nhận còn hiệu lực cho Trường để được",2/6,2006.0,"xét miễn các môn học tương ứng. Thời điểm nộp chứng chỉ, chứng nhận để xét miễn: 2 tuần
cuối tháng 7 hàng năm (xét cho học kỳ 1) và 2 tuần cuối tháng 11 hàng năm (xét cho học kỳ
2).
2. Điểm miễn được tính cho học kỳ kế tiếp trong tiến trình học."
547/QD/DHCNTT,khoan,Khoản 1,,2/6/1,6001.0,"lượng cao định hướng Nhật Bản
Sinh viên được xét miễn học các môn tiếng Nhật tương ứng trong chương trình đào tạo
nếu có một trong các chứng chỉ đạt trình độ theo quy định tại Bảng 4. Sinh viên được miễn
môn học nào thì đồng thời được miễn những môn học ở cấp độ thấp hơn mà sinh viên chưa
học hoặc chưa đạt.
Bảng 4.Điều kiện miễn học môn tiếng Nhật
Chứng chỉ
Môn học được miễn
JLPT
NAT-TEST
CTCLC định hướng
Nhật Bản
N5
N5
JAN01, JAN02
N4
N4
JAN01  JAN03
N3
N3
JAN01  JAN06
N2
N2
JAN01  JAN07
N1
N1
JAN01  JAN08"
547/QD/DHCNTT,khoan,Khoản 2,,2/6/2,6002.0,Điểm miễn được tính cho học kỳ kế tiếp trong tiến trình học.
547/QD/DHCNTT,dieu,Điều 7,"Thời điểm xét, cách tính điểm miễn các môn học ngoại ngữ",2/7,2007.0,"1. Trường xét miễn theo mỗi học kỳ, sinh viên đạt các chứng chỉ được quy định tại Điều 5,"
547/QD/DHCNTT,khoan,Khoản 1,,2/7/1,7001.0,"Trường xét miễn theo mỗi học kỳ, sinh viên đạt các chứng chỉ được quy định tại Điều 5,"
547/QD/DHCNTT,dieu,Điều 8,Chuẩn quá trình về ngoại ngữ,2/8,2008.0,"1. Sau 2 học kỳ chính kể từ thời điểm nhập học, sinh viên phải đạt môn Anh văn 1, nếu
không đạt môn Anh văn 1, sinh viên chỉ được đăng ký tối đa 02 môn học ngoài các môn học
ngoại ngữ (bao gồm cả đăng ký học lại hoặc cải thiện) cho đến khi đạt chuẩn.
2. Sau 4 học kỳ chính kể từ thời điểm nhập học, sinh viên phải đạt môn Anh văn 2, nếu
không đạt môn Anh văn 2, sinh viên chỉ được đăng ký tối đa 02 môn học ngoài các môn học
ngoại ngữ (bao gồm cả đăng ký học lại hoặc cải thiện) cho đến khi đạt chuẩn.
5
Sinh viên chương trình CLC định hướng Nhật Bản phải đạt môn tiếng Nhật 2 (JAN02) hoặc
có chứng chỉ tương đương JLPT N5 hoặc NAT-TEST N5, ngược lại nếu không đạt sinh viên
chỉ được đăng ký tối đa 02 môn học ngoài các môn học ngoại ngữ (bao gồm cả đăng ký học
lại hoặc cải thiện) cho đến khi đạt chuẩn.
3. Sau 6 học kỳ chính kể từ thời điểm nhập học, sinh viên phải đạt môn Anh văn 3, nếu
không đạt môn Anh văn 3, sinh viên chỉ được đăng ký tối đa 02 môn học ngoài các môn học
ngoại ngữ (bao gồm cả đăng ký học lại hoặc cải thiện) cho đến khi đạt chuẩn.
4.  Thời điểm nộp chứng chỉ để xét chuẩn quá trình: 2 tuần cuối tháng 7 hàng năm.
5. Không xét chuẩn quá trình đối với chương trình có ngoại ngữ khác tiếng Anh và tiếng
Nhật."
547/QD/DHCNTT,khoan,Khoản 1,,2/8/1,8001.0,"Sau 2 học kỳ chính kể từ thời điểm nhập học, sinh viên phải đạt môn Anh văn 1, nếu
không đạt môn Anh văn 1, sinh viên chỉ được đăng ký tối đa 02 môn học ngoài các môn học
ngoại ngữ (bao gồm cả đăng ký học lại hoặc cải thiện) cho đến khi đạt chuẩn."
547/QD/DHCNTT,khoan,Khoản 2,,2/8/2,8002.0,"Sau 4 học kỳ chính kể từ thời điểm nhập học, sinh viên phải đạt môn Anh văn 2, nếu
không đạt môn Anh văn 2, sinh viên chỉ được đăng ký tối đa 02 môn học ngoài các môn học
ngoại ngữ (bao gồm cả đăng ký học lại hoặc cải thiện) cho đến khi đạt chuẩn.
5
Sinh viên chương trình CLC định hướng Nhật Bản phải đạt môn tiếng Nhật 2 (JAN02) hoặc
có chứng chỉ tương đương JLPT N5 hoặc NAT-TEST N5, ngược lại nếu không đạt sinh viên
chỉ được đăng ký tối đa 02 môn học ngoài các môn học ngoại ngữ (bao gồm cả đăng ký học
lại hoặc cải thiện) cho đến khi đạt chuẩn."
547/QD/DHCNTT,khoan,Khoản 3,,2/8/3,8003.0,"Sau 6 học kỳ chính kể từ thời điểm nhập học, sinh viên phải đạt môn Anh văn 3, nếu
không đạt môn Anh văn 3, sinh viên chỉ được đăng ký tối đa 02 môn học ngoài các môn học
ngoại ngữ (bao gồm cả đăng ký học lại hoặc cải thiện) cho đến khi đạt chuẩn."
547/QD/DHCNTT,khoan,Khoản 4,,2/8/4,8004.0,Thời điểm nộp chứng chỉ để xét chuẩn quá trình: 2 tuần cuối tháng 7 hàng năm.
547/QD/DHCNTT,khoan,Khoản 5,,2/8/5,8005.0,"Không xét chuẩn quá trình đối với chương trình có ngoại ngữ khác tiếng Anh và tiếng
Nhật."
547/QD/DHCNTT,dieu,Điều 9,Chuẩn ngoại ngữ xét tốt nghiệp,2/9,2009.0,"1. Để được xét tốt nghiệp sinh viên phải hoàn tất các môn học tiếng Anh trong chương trình
giảng dạy tiếng Anh tại Điều 3 và có một trong các loại chứng chỉ tiếng Anh đạt điểm tối
thiểu trong Bảng 5; hoặc có chứng chỉ tiếng Pháp, hoặc tiếng Nhật tối thiểu tại Bảng 6.
Bảng 5. Chứng chỉ tiếng Anh dùng để xét công nhận tốt nghiệp
TOEIC
TOEFL
iBT
IELTS
Cambridge
English
VNU-
EPT
Nghe và
Đọc
Nói và
Viết
CTĐTr
450
205
45
4.5
PET (Pass)
Business
Preliminary
(Pass)
176
CTTN/
CTCLC
555
205
60
5.5
PET
(Distinction)
FCE
(Grade C)
Business
Preliminary
(Distinction)
Business
Vantage
(Grade C)
201
CTTT
675
205
79
6.0
FCE
(Grade B)
Business
Vantage
(Grade B)
251
Chương
trình
Chứng
chỉ
6
Bảng 6. Chứng chỉ tiếng Pháp và tiếng Nhật dùng để xét công nhận tốt nghiệp
Tiếng Pháp
Tiếng Nhật
CTĐTr
DELF B1 hoặc
TCF Niveau 3
JLPT  N4 hoặc
NAT-TEST N4
CTCLC/ CTTN
DELF B2 hoặc
TCF Niveau 4
JLPT  N3 hoặc
NAT-TEST N3
2. Tại bất cứ thời điểm nào trong khóa học, sinh viên đạt các chứng chỉ thỏa điều kiện tại
Khoản 1 của Điều này có thể nộp chứng chỉ cho Trường để được công nhận đạt chuẩn ngoại
ngữ để xét tốt nghiệp. Chứng chỉ phải còn thời hạn hai năm tính từ ngày cấp chứng chỉ đến
ngày đăng ký xét công nhận đạt chuẩn (ngày nộp chứng chỉ).
3. Việc công nhận các loại chứng chỉ khác do Hiệu trưởng xem xét và quyết định.
Chương trình
Chứng chỉ
7"
547/QD/DHCNTT,khoan,Khoản 1,,2/9/1,9001.0,"Để được xét tốt nghiệp sinh viên phải hoàn tất các môn học tiếng Anh trong chương trình
giảng dạy tiếng Anh tại Điều 3 và có một trong các loại chứng chỉ tiếng Anh đạt điểm tối
thiểu trong Bảng 5; hoặc có chứng chỉ tiếng Pháp, hoặc tiếng Nhật tối thiểu tại Bảng 6.
Bảng 5. Chứng chỉ tiếng Anh dùng để xét công nhận tốt nghiệp
TOEIC
TOEFL
iBT
IELTS
Cambridge
English
VNU-
EPT
Nghe và
Đọc
Nói và
Viết
CTĐTr
450
205
45
4.5
PET (Pass)
Business
Preliminary
(Pass)
176
CTTN/
CTCLC
555
205
60
5.5
PET
(Distinction)
FCE
(Grade C)
Business
Preliminary
(Distinction)
Business
Vantage
(Grade C)
201
CTTT
675
205
79
6.0
FCE
(Grade B)
Business
Vantage
(Grade B)
251
Chương
trình
Chứng
chỉ
6
Bảng 6. Chứng chỉ tiếng Pháp và tiếng Nhật dùng để xét công nhận tốt nghiệp
Tiếng Pháp
Tiếng Nhật
CTĐTr
DELF B1 hoặc
TCF Niveau 3
JLPT  N4 hoặc
NAT-TEST N4
CTCLC/ CTTN
DELF B2 hoặc
TCF Niveau 4
JLPT  N3 hoặc
NAT-TEST N3"
547/QD/DHCNTT,khoan,Khoản 2,,2/9/2,9002.0,"Tại bất cứ thời điểm nào trong khóa học, sinh viên đạt các chứng chỉ thỏa điều kiện tại
Khoản 1 của Điều này có thể nộp chứng chỉ cho Trường để được công nhận đạt chuẩn ngoại
ngữ để xét tốt nghiệp. Chứng chỉ phải còn thời hạn hai năm tính từ ngày cấp chứng chỉ đến
ngày đăng ký xét công nhận đạt chuẩn (ngày nộp chứng chỉ)."
547/QD/DHCNTT,khoan,Khoản 3,,2/9/3,9003.0,"Việc công nhận các loại chứng chỉ khác do Hiệu trưởng xem xét và quyết định.
Chương trình
Chứng chỉ
7"
547/QD/DHCNTT,chuong,Chương 3,,3,3.0,
547/QD/DHCNTT,dieu,Điều 10,Chương trình giảng dạy và tổ chức giảng dạy TACM,3/10,3010.0,"1. Môn học TACM đáp ứng các yêu cầu sau:
a. Là các môn học thuộc khối kiến thức cơ bản, cơ sở hoặc chuyên ngành được giảng dạy
chủ yếu bằng tiếng Anh. Nội dung giảng dạy hoàn toàn giống môn họcđược giảng dạy bằng
tiếng Việt.
b. Cán bộ giảng dạy (CBGD) lý thuyết phải giảng bằng tiếng Anh.
c. Tài liệu giảng dạy và giáo trình chính của môn học bằng tiếng Anh.
2. Để được tham gia học các lớp TACM, sinh viênphải có một trong các loại chứng chỉ tiếng
Anh tương đươngTOEIC 400 tại Bảng 3 hoặc đã hoàn tất môn học Anh văn 2 (ENG02).
3. Mỗi lớp học TACM có tối thiểu 01 trợ giảng để hỗ trợ sinh viên trong quá trình học tập.
Trợ giảng do CBGD lý thuyết chỉ định. Trợ giảng có thể sử dụng tiếng Việt trong quá trình
hỗ trợ sinh viên."
547/QD/DHCNTT,khoan,Khoản 1,,3/10/1,10001.0,"Môn học TACM đáp ứng các yêu cầu sau:
a. Là các môn học thuộc khối kiến thức cơ bản, cơ sở hoặc chuyên ngành được giảng dạy
chủ yếu bằng tiếng Anh. Nội dung giảng dạy hoàn toàn giống môn họcđược giảng dạy bằng
tiếng Việt.
b. Cán bộ giảng dạy (CBGD) lý thuyết phải giảng bằng tiếng Anh.
c. Tài liệu giảng dạy và giáo trình chính của môn học bằng tiếng Anh."
547/QD/DHCNTT,khoan,Khoản 2,,3/10/2,10002.0,"Để được tham gia học các lớp TACM, sinh viênphải có một trong các loại chứng chỉ tiếng
Anh tương đươngTOEIC 400 tại Bảng 3 hoặc đã hoàn tất môn học Anh văn 2 (ENG02)."
547/QD/DHCNTT,khoan,Khoản 3,,3/10/3,10003.0,"Mỗi lớp học TACM có tối thiểu 01 trợ giảng để hỗ trợ sinh viên trong quá trình học tập.
Trợ giảng do CBGD lý thuyết chỉ định. Trợ giảng có thể sử dụng tiếng Việt trong quá trình
hỗ trợ sinh viên."
547/QD/DHCNTT,dieu,Điều 11,Yêu cầu về cán bộ giảng dạy TACM,3/11,3011.0,"CBGD phải đáp ứng yêu cầu theo quy định chung của Trường; ngoài ra, CBGD lý thuyết
phải đáp ứng thêm một trong các yêu cầu sau đây:
1. Có trình độ tiếng Anh tối thiểu tương đương cấp độ C1 tham chiếu theo khung Châu
Âu(CEFR).
2. Tốt nghiệp một trường đại học nước ngoài, có sử dụng tiếng Anh trong quá trình học tập
(có môn học bằng tiếng Anh, hoặc luận án tốt nghiệp được viết bằng tiếng Anh).
3. Tốt nghiệp một trường đại học trong nước theo chương trình đào tạo sử dụng 100% tiếng
Anh."
547/QD/DHCNTT,khoan,Khoản 1,,3/11/1,11001.0,"Có trình độ tiếng Anh tối thiểu tương đương cấp độ C1 tham chiếu theo khung Châu
Âu(CEFR)."
547/QD/DHCNTT,khoan,Khoản 2,,3/11/2,11002.0,"Tốt nghiệp một trường đại học nước ngoài, có sử dụng tiếng Anh trong quá trình học tập
(có môn học bằng tiếng Anh, hoặc luận án tốt nghiệp được viết bằng tiếng Anh)."
547/QD/DHCNTT,khoan,Khoản 3,,3/11/3,11003.0,"Tốt nghiệp một trường đại học trong nước theo chương trình đào tạo sử dụng 100% tiếng
Anh."
547/QD/DHCNTT,dieu,Điều 12,Quyền lợi của sinh viên học TACM,3/12,3012.0,"Môn học TACM được ghi chú rõ về ngôn ngữ giảng dạy trong bảng điểm và giấy chứng
nhận hoàn thành môn học.
8"
547/QD/DHCNTT,khoan,Khoản 1,,3/12/1,12001.0,"Môn học TACM được ghi chú rõ về ngôn ngữ giảng dạy trong bảng điểm và giấy chứng
nhận hoàn thành môn học.
8"
547/QD/DHCNTT,chuong,Chương 4,,4,4.0,
547/QD/DHCNTT,dieu,Điều 13,Trách nhiệm của đơn vị quản lý đào tạo,4/13,4013.0,"1. Quản lý đào tạo ngoại ngữ theo quy định này.
2. Chủ trì tổ chức thi xếp lớp đầu khóa.
3. Chủ trì tổ chức xét miễn học."
547/QD/DHCNTT,khoan,Khoản 1,,4/13/1,13001.0,Quản lý đào tạo ngoại ngữ theo quy định này.
547/QD/DHCNTT,khoan,Khoản 2,,4/13/2,13002.0,Chủ trì tổ chức thi xếp lớp đầu khóa.
547/QD/DHCNTT,khoan,Khoản 3,,4/13/3,13003.0,Chủ trì tổ chức xét miễn học.
547/QD/DHCNTT,dieu,Điều 14,Trách nhiệm của đơn vị chuyên mônphụ trách các môn học ngoại ngữ,4/14,4014.0,"1. Biên soạn chương trình, phân công giảng viên giảng dạy các môn học ngoại ngữ.
2. Phối hợp tổ chức kiểm tra xếp lớp đầu khóa.
3. Phối hợp xét miễn học các môn học ngoại ngữ.
4. Phối hợp với Đơn vị quản lý đào tạo quản lýviệc đào tạo ngoại ngữ."
547/QD/DHCNTT,khoan,Khoản 1,,4/14/1,14001.0,"Biên soạn chương trình, phân công giảng viên giảng dạy các môn học ngoại ngữ."
547/QD/DHCNTT,khoan,Khoản 2,,4/14/2,14002.0,Phối hợp tổ chức kiểm tra xếp lớp đầu khóa.
547/QD/DHCNTT,khoan,Khoản 3,,4/14/3,14003.0,Phối hợp xét miễn học các môn học ngoại ngữ.
547/QD/DHCNTT,khoan,Khoản 4,,4/14/4,14004.0,Phối hợp với Đơn vị quản lý đào tạo quản lýviệc đào tạo ngoại ngữ.
547/QD/DHCNTT,dieu,Điều 15,Trách nhiệm của các Khoa/Bộ môn phụ trách các ngành,4/15,4015.0,"Biên soạn chương trình, tổ chức giảng dạy các môn học TACM."
547/QD/DHCNTT,khoan,Khoản 1,,4/15/1,15001.0,"Biên soạn chương trình, tổ chức giảng dạy các môn học TACM."
547/QD/DHCNTT,dieu,Điều 16,Phạm vi áp dụng,4/16,4016.0,"Quy định này áp dụng bắt buộc cho các khóa tuyển sinh từ năm 2019. Các khóa tuyển
sinh trước năm 2019 có thể lựa chọn áp dụng quy định này hoặc quy định được ban hành
trước đó."
547/QD/DHCNTT,khoan,Khoản 1,,4/16/1,16001.0,"Quy định này áp dụng bắt buộc cho các khóa tuyển sinh từ năm 2019. Các khóa tuyển
sinh trước năm 2019 có thể lựa chọn áp dụng quy định này hoặc quy định được ban hành
trước đó."
547/QD/DHCNTT,dieu,Điều 17,Điều khoản thi hành,4/17,4017.0,"Trong quá trình tổ chức thực hiện, tùy theo yêu cầu thực tế, Quy định này sẽ được sửa
đổi, bổ sung cho phù hợp. Việc sửa đổi, bổ sung do Hiệu trưởng xem xét, quyết định./.
KT.HIỆU TRƯỞNG
PHÓ HIỆU TRƯỞNG
đã ký
Vũ Đức Lung"
547/QD/DHCNTT,khoan,Khoản 1,,4/17/1,17001.0,"Trong quá trình tổ chức thực hiện, tùy theo yêu cầu thực tế, Quy định này sẽ được sửa
đổi, bổ sung cho phù hợp. Việc sửa đổi, bổ sung do Hiệu trưởng xem xét, quyết định./.
KT.HIỆU TRƯỞNG
PHÓ HIỆU TRƯỞNG
đã ký
Vũ Đức Lung"
547/QĐ-ĐHCNTT,chuong,Chương,,0,1.0,
790/QĐ-ĐHCNTT,chuong,Chương 1,,1,1.0,
790/QĐ-ĐHCNTT,chuong,Chương 1,QUY ĐỊNH CHUNG,1,1.0,QUY ĐỊNH CHUNG
790/QĐ-ĐHCNTT,chuong,Chương 0,,1,1.0,
790/QĐ-ĐHCNTT,dieu,Điều 1,Phạm vi điều chỉnh và đối tượng áp dụng ................................ ................................ ............ 4,1/1,2.0,
790/QĐ-ĐHCNTT,dieu,Điều 1,Phạm vi điều chỉnh và đối tượng áp dụng ............................................................................ 4,1/1,1001.0,Phạm vi điều chỉnh và đối tượng áp dụng ............................................................................ 4
790/QĐ-ĐHCNTT,dieu,Điều 1,Phạm vi điều chỉnh và đối tượng áp dụng,1/1,1001.0,"1.  Quy chế này quy định những điều chung nhất về đào tạo đại học theo hình thức chính
quy (gọi tắt là hệ đại học chính quy) của Trường Đại học Công nghệ Thông tin thuộc
ĐHQG-HCM (gọi tắt là Trường).
2.  Quy chế này áp dụng đối với các đơn vị, cá nhân liên quan trong đào tạo hệ đại học
chính quy.
3. Quy định đào tạo đại học theo hình thức đào tạo từ xa (gọi tắt là hệ đại học từ xa) và đào
tạo các chương trình đặc biệt của Trường được xây dựng, điều chỉnh phù hợp với đặc thù
hệ đào tạo/chương trình dựa trên cơ sở quy chế này."
790/QĐ-ĐHCNTT,khoan,Khoản 1,,1/1/1,1001.0,Phạm vi điều chỉnh và đối tượng áp dụng ............................................................................ 4
790/QĐ-ĐHCNTT,khoan,Khoản 1,,1/1/1,1001.0,"Quy chế này quy định những điều chung nhất về đào tạo đại học theo hình thức chính
quy (gọi tắt là hệ đại học chính quy) của Trường Đại học Công nghệ Thông tin thuộc
ĐHQG-HCM (gọi tắt là Trường)."
790/QĐ-ĐHCNTT,khoan,Khoản 2,,1/1/2,1002.0,"Quy chế này áp dụng đối với các đơn vị, cá nhân liên quan trong đào tạo hệ đại học
chính quy."
790/QĐ-ĐHCNTT,khoan,Khoản 3,,1/1/3,1003.0,"Quy định đào tạo đại học theo hình thức đào tạo từ xa (gọi tắt là hệ đại học từ xa) và đào
tạo các chương trình đặc biệt của Trường được xây dựng, điều chỉnh phù hợp với đặc thù
hệ đào tạo/chương trình dựa trên cơ sở quy chế này."
790/QĐ-ĐHCNTT,dieu,Điều 10,Chế độ học tập của sinh viên ................................ ................................ ............................ 11,1/10,11.0,
790/QĐ-ĐHCNTT,dieu,Điều 11,Bảo lưu kết quả trúng tuyển ................................ ................................ ............................. 11,1/11,12.0,
790/QĐ-ĐHCNTT,dieu,Điều 12,Tổ chức lớp ................................ ................................ ................................ ....................... 12,1/12,13.0,
790/QĐ-ĐHCNTT,dieu,Điều 13,Thông báo kế hoạch đào tạo ................................ ................................ ............................. 12,1/13,14.0,
790/QĐ-ĐHCNTT,dieu,Điều 14,Đăng ký học tập ................................ ................................ ................................ ................ 12,1/14,15.0,
790/QĐ-ĐHCNTT,dieu,Điều 15,Trách nhiệm của sinh viên và cố vấn học tập ................................ ................................ ... 14,1/15,16.0,
790/QĐ-ĐHCNTT,dieu,Điều 16,Xử lý học vụ ................................ ................................ ................................ ..................... 14,1/16,17.0,
790/QĐ-ĐHCNTT,dieu,Điều 17,"T hôi học, tạm dừng học tập ................................ ................................ .............................. 15",1/17,18.0,
790/QĐ-ĐHCNTT,dieu,Điều 18,Học cùng lúc hai chương trình đào tạo ................................ ................................ ............. 16 ĐẠI HỌC QU ỐC GIA TP.HCM,1/18,19.0,"TRƯ ỜNG Đ ẠI HỌC 
CÔNG NGH Ệ THÔNG TIN CỘNG HÒA XÃ H ỘI CH Ủ NGHĨA VI ỆT NAM 
Độc lập - Tự do – Hạnh phúc 
 
 
Trang 2/27 
"
790/QĐ-ĐHCNTT,khoan,Khoản 1,,1/18/1,18001.0,"TRƯ ỜNG Đ ẠI HỌC 
CÔNG NGH Ệ THÔNG TIN CỘNG HÒA XÃ H ỘI CH Ủ NGHĨA VI ỆT NAM 
Độc lập - Tự do – Hạnh phúc 
 
 
Trang 2/27"
790/QĐ-ĐHCNTT,dieu,Điều 19,"Điều kiện để chuyển ngành, chuyển chương trình, chuyển trường ................................ .. 17",1/19,20.0,"CHƯƠNG 3. KIỂM TRA VÀ THI HỌC PHẦN ................................ ................................ ................ 18 
"
790/QĐ-ĐHCNTT,khoan,Khoản 1,,1/19/1,19001.0,CHƯƠNG 3. KIỂM TRA VÀ THI HỌC PHẦN ................................ ................................ ................ 18
790/QĐ-ĐHCNTT,dieu,Điều 2,Mục tiêu của chương trình giáo dục và phương thức đào tạo ................................ .............. 4,1/2,3.0,
790/QĐ-ĐHCNTT,dieu,Điều 2,Mục tiêu của chương trình giáo dục và phương thức đào tạo .............................................. 4,1/2,1002.0,Mục tiêu của chương trình giáo dục và phương thức đào tạo .............................................. 4
790/QĐ-ĐHCNTT,dieu,Điều 2,Mục tiêu của chương trình giáo dục và phương thức đào tạo,1/2,1002.0,"1. Mục tiêu chung của chương trình giáo dục đại học của Trường:
- Đào tạo nhân lực, nâng cao dân trí, bồi dưỡng nhân tài; nghiên cứu khoa học, công nghệ
tạo ra tri thức, sản phẩm mới, phục vụ yêu cầu phát triển kinh tế - xã hội, đảm bảo quốc
phòng, an ninh và hội nhập quốc tế;
- Đào tạo người học có phẩm chất chính trị, đạo đức; có kiến thức chuyên môn toàn diện,
nắm vững nguyên lý, quy luật tự nhiên - xã hội, có kỹ năng thực hành cơ bản, có khả
năng làm việc độc lập, sáng tạo và giải quyết những vấn đề thuộc ngành được đào tạo; có
sức khỏe; có khả năng sáng tạo và trách nhiệm nghề nghiệp, thích nghi với môi trường
làm việc; có ý thức phục vụ nhân dân. Người học hoàn thành chương trình đào tạo đáp
ứng yêu cầu chuẩn đầu ra bậc 6 của Khung trình độ quốc gia Việt Nam và các năng lực
cốt lõi của Bộ phẩm chất và năng lực sinh viên tốt nghiệp ĐHQG-HCM.
2. Mục tiêu cụ thể của chương trình giáo dục đại học được ghi trong bản mô tả của từng
chương trình giáo dục đại học.
3. Phương thức đào tạo của Trường theo học chế tín chỉ, giúp cho sinh viên có thể tích lũy
kiến thức trong mọi thời điểm, đồng thời cũng yêu cầu ở sinh viên tính tích cực, chủ
động trong việc lập kế hoạch học tập cá nhân nhằm tạo nên hiệu quả cao trong học tập và
rèn luyện."
790/QĐ-ĐHCNTT,khoan,Khoản 1,,1/2/1,2001.0,Mục tiêu của chương trình giáo dục và phương thức đào tạo .............................................. 4
790/QĐ-ĐHCNTT,khoan,Khoản 1,,1/2/1,2001.0,"Mục tiêu chung của chương trình giáo dục đại học của Trường:
- Đào tạo nhân lực, nâng cao dân trí, bồi dưỡng nhân tài; nghiên cứu khoa học, công nghệ
tạo ra tri thức, sản phẩm mới, phục vụ yêu cầu phát triển kinh tế - xã hội, đảm bảo quốc
phòng, an ninh và hội nhập quốc tế;
- Đào tạo người học có phẩm chất chính trị, đạo đức; có kiến thức chuyên môn toàn diện,
nắm vững nguyên lý, quy luật tự nhiên - xã hội, có kỹ năng thực hành cơ bản, có khả
năng làm việc độc lập, sáng tạo và giải quyết những vấn đề thuộc ngành được đào tạo; có
sức khỏe; có khả năng sáng tạo và trách nhiệm nghề nghiệp, thích nghi với môi trường
làm việc; có ý thức phục vụ nhân dân. Người học hoàn thành chương trình đào tạo đáp
ứng yêu cầu chuẩn đầu ra bậc 6 của Khung trình độ quốc gia Việt Nam và các năng lực
cốt lõi của Bộ phẩm chất và năng lực sinh viên tốt nghiệp ĐHQG-HCM."
790/QĐ-ĐHCNTT,khoan,Khoản 2,,1/2/2,2002.0,"Mục tiêu cụ thể của chương trình giáo dục đại học được ghi trong bản mô tả của từng
chương trình giáo dục đại học."
790/QĐ-ĐHCNTT,khoan,Khoản 3,,1/2/3,2003.0,"Phương thức đào tạo của Trường theo học chế tín chỉ, giúp cho sinh viên có thể tích lũy
kiến thức trong mọi thời điểm, đồng thời cũng yêu cầu ở sinh viên tính tích cực, chủ
động trong việc lập kế hoạch học tập cá nhân nhằm tạo nên hiệu quả cao trong học tập và
rèn luyện."
790/QĐ-ĐHCNTT,dieu,Điều 20,Tổ chức đánh giá môn học ................................ ................................ ............................... 18,1/20,21.0,
790/QĐ-ĐHCNTT,dieu,Điều 21,"Đánh giá kết quả học tập của học phần, học kỳ, năm học, toàn khóa .............................. 18",1/21,22.0,
790/QĐ-ĐHCNTT,dieu,Điều 22,Không hoàn tất học phần ................................ ................................ ................................ .. 19,1/22,23.0,
790/QĐ-ĐHCNTT,dieu,Điều 23,Điểm Miễn ................................ ................................ ................................ ........................ 19,1/23,24.0,
790/QĐ-ĐHCNTT,dieu,Điều 24,Cách quản lý điểm ................................ ................................ ................................ ............ 20,1/24,25.0,
790/QĐ-ĐHCNTT,dieu,Điều 25,Cách tính điểm trung bình ................................ ................................ ................................ 21,1/25,26.0,
790/QĐ-ĐHCNTT,dieu,Điều 26,Công nhận và chuyển đổi tín chỉ ................................ ................................ ...................... 21,1/26,27.0,
790/QĐ-ĐHCNTT,dieu,Điều 27,Cấp bảng điểm ................................ ................................ ................................ .................. 22,1/27,28.0,"CHƯƠNG 4. ỨNG DỤNG CÔNG NGHỆ THÔNG TIN TRONG TỔ CHỨC - QUẢN LÝ ĐÀO TẠO 23 
"
790/QĐ-ĐHCNTT,khoan,Khoản 1,,1/27/1,27001.0,CHƯƠNG 4. ỨNG DỤNG CÔNG NGHỆ THÔNG TIN TRONG TỔ CHỨC - QUẢN LÝ ĐÀO TẠO 23
790/QĐ-ĐHCNTT,dieu,Điều 28,Ứng dụng công nghệ thông tin trong tổ chức đào tạo ................................ ...................... 23,1/28,29.0,
790/QĐ-ĐHCNTT,dieu,Điều 29,Ứng dụng công nghệ thông tin trong quản lý cơ sở dữ liệu đào tạo ................................ 23,1/29,30.0,
790/QĐ-ĐHCNTT,dieu,Điều 3,Môn học ................................ ................................ ................................ ................................ 4,1/3,4.0,
790/QĐ-ĐHCNTT,dieu,Điều 3,Môn học ................................................................................................................................ 4,1/3,1003.0,Môn học ................................................................................................................................ 4
